id	ndex	species	type1	type2	ability1	ability2	abilityH	hp	attack	defense	spattack	spdefense	speed	total	weight	height	dex1	dex2	class	percent-male	percent-female	pre-evolution	egg-group1	egg-group2
773	773	Silvally	Normal		RKS System	RKS System	RKS System	95	95	95	95	95	95	570	221.6	91	'Its trust in its partner is what awakens it. This Pokemon is capable of changing its type, a flexibility that is well displayed in battle.'	'Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known.'	Synthetic Pokemon			Type: Null	Undiscovered	
774	774	Minior	Rock	Flying	Shields Down	Shields Down	Shields Down	60	60	100	60	100	60	440	88.2	12	'Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy.'	Strong impacts can knock it out of its shell. This Pokemon was born from mutated nanoparticles.	Meteor Pokemon				Mineral	
775	775	Komala	Normal		Comatose	Comatose	Comatose	65	115	65	75	95	65	480	43.9	16	'It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams.'	The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.	Drowsing Pokemon	0.5	0.5		Field	
776	776	Turtonator	Fire	Dragon	Shell Armor	Shell Armor	Shell Armor	60	78	135	91	85	36	485	467.4	79	The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.	It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.	Blast Turtle Pokemon	0.5	0.5		Monster	Dragon
777	777	Togedemaru	Electric	Steel	Iron Barbs	Lightning Rod	Sturdy	65	98	63	40	73	96	435	7.3	12	'The spiny fur on its back is normally at rest. When this Pokemon becomes agitated, its fur stands on end and stabs into its attackers.'	The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.	Roly-Poly Pokemon	0.5	0.5		Field	Fairy
778	778	Mimikyu	Ghost	Fairy	Disguise	Disguise	Disguise	55	90	80	50	105	96	476	1.5	8	Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.	'A lonely Pokemon, it conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokemon.'	Disguise Pokemon	0.5	0.5		Amorphous	
779	779	Bruxish	Water	Psychic	Dazzling	Strong Jaw	Wonder Skin	68	105	70	70	70	92	475	41.9	35	'When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.'	It stuns its prey with psychokinesis and then grinds them to mush with its strong teeth. Even Shellder's shell is no match for it.	Gnash Teeth Pokemon	0.5	0.5		Water 2	
780	780	Drampa	Normal	Dragon	Berserk	Sap Sipper	Cloud Nine	78	60	85	135	91	36	485	407.9	118	'It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath.'	This Pokemon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.	Placid Pokemon	0.5	0.5		Monster	Dragon
781	781	Dhelmise	Ghost	Grass	Steelworker	Steelworker	Steelworker	70	131	100	86	90	40	517	463	154	'Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body.'	The soul of seaweed adrift in the waves became reborn as this Pokemon. It maintains itself with new infusions of seabed detritus and seaweed.	Sea Creeper Pokemon				Mineral	
782	782	Jangmo-o	Dragon		Bulletproof	Soundproof	Overcoat	45	55	65	45	45	45	300	65.5	24	It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.	They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.	Scaly Pokemon	0.5	0.5		Dragon	
783	783	Hakamo-o	Dragon	Fighting	Bulletproof	Soundproof	Overcoat	55	75	90	65	70	65	420	103.6	47	It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.	It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they're regrown.	Scaly Pokemon	0.5	0.5	Jangmo-o	Dragon	
784	784	Kommo-o	Dragon	Fighting	Bulletproof	Soundproof	Overcoat	75	110	125	100	105	85	600	172.4	63	'When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic.'	'Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities.'	Scaly Pokemon	0.5	0.5	Hakamo-o	Dragon	
785	785	Tapu Koko	Electric	Fairy	Electric Surge	Electric Surge	Telepathy	70	115	85	95	75	130	570	45.2	71	This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.	It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.	Land Spirit Pokemon				Undiscovered	
786	786	Tapu Lele	Psychic	Fairy	Psychic Surge	Psychic Surge	Telepathy	70	85	75	130	115	95	570	41	47	This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.	'As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.'	Land Spirit Pokemon				Undiscovered	
787	787	Tapu Bulu	Grass	Fairy	Grassy Surge	Grassy Surge	Telepathy	70	130	115	85	95	75	570	100.3	75	'It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth.'	The guardian deity of Ula'ula is a lazy Pokemon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.	Land Spirit Pokemon				Undiscovered	
788	788	Tapu Fini	Water	Fairy	Misty Surge	Misty Surge	Telepathy	70	75	115	95	130	85	570	46.7	51	The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.	'The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness.'	Land Spirit Pokemon				Undiscovered	
789	789	Cosmog	Psychic		Unaware	Unaware	Unaware	43	29	31	29	31	37	200	0.2	8	Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.	'In ages past, it was called the child of the stars. It's said to be a Pokemon from another world, but no specific details are known.'	Nebula Pokemon				Undiscovered	
790	790	Cosmoem	Psychic		Sturdy	Sturdy	Sturdy	43	29	131	29	131	37	400	2204.4	4	'Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars.'	There's something accumulating around the black core within its hard shell. People think this Pokemon may come from another world.	Protostar Pokemon			Cosmog	Undiscovered	
791	791	Solgaleo	Psychic	Steel	Full Metal Body	Full Metal Body	Full Metal Body	137	137	107	113	89	97	680	507.1	134	It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.	'This Pokemon is said to be a male evolution of Cosmog. At the activation of its third eye, it departs for another world.'	Sunne Pokemon			Cosmoem	Undiscovered	
792	792	Lunala	Psychic	Ghost	Shadow Shield	Shadow Shield	Shadow Shield	137	113	89	137	107	97	680	264.6	157	'It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world.'	'Said to live in another world, this Pokemon devours light, drawing the moonless dark veil of night over the brightness of day.'	Moone Pokemon			Cosmoem	Undiscovered	
793	793	Nihilego	Rock	Poison	Beast Boost	Beast Boost	Beast Boost	109	53	47	127	131	103	570	122.4	47	One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.	'One of the Ultra Beasts. It's unclear whether or not this Pokemon is sentient, but sometimes it can be observed behaving like a young girl.'	Parasite Pokemon				Undiscovered	
794	794	Buzzwole	Bug	Fighting	Beast Boost	Beast Boost	Beast Boost	107	139	139	53	53	79	570	735.5	94	'This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear.'	A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.	Swollen Pokemon				Undiscovered	
795	795	Pheromosa	Bug	Fighting	Beast Boost	Beast Boost	Beast Boost	71	137	37	137	37	151	570	55.1	71	'One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds.'	'One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world.'	Lissome Pokemon				Undiscovered	
796	796	Xurkitree	Electric		Beast Boost	Beast Boost	Beast Boost	83	89	71	173	71	83	570	220.5	150	'One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses.'	'It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity.'	Glowing Pokemon				Undiscovered	
797	797	Celesteela	Steel	Flying	Beast Boost	Beast Boost	Beast Boost	97	101	103	107	101	61	570	2204.4	362	It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.	One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.	Launch Pokemon				Undiscovered	
798	798	Kartana	Grass	Steel	Beast Boost	Beast Boost	Beast Boost	59	181	131	59	31	109	570	0.2	12	'This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.'	'One of the Ultra Beast life-forms, it was observed cutting down a gigantic steel tower with one stroke of its blade.'	Drawn Sword Pokemon				Undiscovered	
799	799	Guzzlord	Dark	Dragon	Beast Boost	Beast Boost	Beast Boost	223	101	53	97	53	43	570	1957.7	217	'It has gobbled mountains and swallowed whole buildings, according to reports. It's one of the Ultra Beasts.'	'A dangerous Ultra Beast, it appears to be eating constantly, but for some reason its droppings have never been found.'	Junkivore Pokemon				Undiscovered	
800	800	Necrozma	Psychic		Prism Armor	Prism Armor	Prism Armor	97	107	101	127	89	79	600	507.1	94	'Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.'	Light is apparently the source of its energy. It has an extraordinarily vicious disposition and is constantly firing off laser beams.	Prism Pokemon				Undiscovered	
801	801	Magearna	Steel	Fairy	Soul-Heart	Soul-Heart	Soul-Heart	80	95	115	130	115	65	600	177.5	39	'This artificial Pokemon, constructed more than 500 years ago, can understand human speech but cannot itself speak.'	'Its mechanized body is merely a vessel. Its true self is its Soul-Heart, an artificial soul.'	Artificial Pokemon				Undiscovered	
802	802	Marshadow	Fighting	Ghost	Technician	Technician	Technician	90	125	80	90	90	125	600	48.9	28	'Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth.'	'It lurks in the shadows of others, copying their movements and powers. This Pokemon is craven and cowering.'	Gloomdweller Pokemon				Undiscovered	
